entry_id,name,score,entry_hash,last_updated,speed,stamina,power,guts,wit,rank_turf,rank_dirt,rank_sprint,rank_mile,rank_medium,rank_long,rank_front,rank_pace,rank_late,rank_end,skills,sparks
22,Daiwa Scarlet,9192,a2b4d7aa87680812db83497fdca1d062,2025-10-20 22:50:23,922,625,795,307,419,A,G,F,A,A,B,A,A,E,G,Red Ace|Left-Handed ◎|Corner Adept ○|Fast-Paced|Front Runner Corners ◎|Angling and Scheming|Tokyo Racecourse ◎|Early Lead|Unrestrained|Groundwork,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Wit"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Mile"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Yasuda Kinen"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Queen Elizabeth II Cup"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Autumn)"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Guts"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Cut and Drive!"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Angling and Scheming"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hanshin J.F."", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Front Runner Corners \u25cb"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Mile Ch."", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hopeful S."", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Final Push"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""URA Finale"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Satsuki Sho"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Takarazuka Kinen"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Focus"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Groundwork"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Osaka Hai"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Spring)"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Autumn)"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Fast-Paced"", ""count"": 1}]"
23,Daiwa Scarlet,9345,8a487bc05e0e218c2830728c39aa152e,2025-10-20 22:50:23,913,638,818,390,468,A,G,F,A,S,B,A,A,D,G,Red Ace|Triumphant Pulse|Swinging Maestro|Killer Tunes|Sky-High Teio Step|Professor of Curvature|Straightaway Acceleration,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Speed"", ""count"": 2}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Shuka Sho"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Up-Tempo"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Corner Recovery \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Power"", ""count"": 5}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Sky-High Teio Step"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Triumphant Pulse"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Spring)"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Straightaway Acceleration"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Pace Chaser Straightaways \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Satsuki Sho"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Kikuka Sho"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Recovery \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Medium Straightaways \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Osaka Hai"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Autumn)"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Acceleration \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Thunderbolt Step"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Lone Wolf"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""February S."", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""NHK Mile C."", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Nakayama Racecourse \u25cb"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Straightaway Adept"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hydrate"", ""count"": 2}]"
24,Daiwa Scarlet,9377,910a613a5495d0b96ffe8db31a0db70b,2025-10-20 22:50:23,881,552,727,324,448,A,G,E,A,A,B,S,A,E,G,Red Ace|Tokyo Racecourse ◎|Early Lead|Unrestrained|Unyielding Spirit|Front Runner Straightaways ◎|Leader's Pride|Left-Handed ◎|Corner Adept ○|Fast-Paced|Shifting Gears|Speed Eater|Dodging Danger,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Victoria Mile"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Fast-Paced"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Unyielding Spirit"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""URA Finale"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Mile Ch."", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Final Push"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Dodging Danger"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Guts"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Front Runner"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Cut and Drive!"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Red Shift/LP1211-M"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hanshin J.F."", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Front Runner Corners \u25cb"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Mile Ch."", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hopeful S."", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Final Push"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""URA Finale"", ""count"": 4}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Standard Distance \u25cb"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Dodging Danger"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Osaka Hai"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Early Lead"", ""count"": 2}]"
25,Daiwa Scarlet,9395,9a8e9b1adc48562c7011965ba7f7a0b1,2025-10-20 22:50:23,969,529,812,343,377,A,G,F,A,A,A,A,A,E,G,Red Ace|Professor of Curvature|Fast-Paced|Unyielding Spirit|Second Wind|Left-Handed ◎|Focus|Unrestrained|Leader's Pride|Slipstream,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Power"", ""count"": 3}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Pace Chaser"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Asahi Hai F.S."", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Focus"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""URA Finale"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Guts"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Front Runner"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Cut and Drive!"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Flowery\u2606Maneuver"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hanshin J.F."", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Front Runner Corners \u25cb"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Mile Ch."", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hopeful S."", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Final Push"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""URA Finale"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Japan Cup"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Spring)"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Firm Conditions \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Passing Pro"", ""count"": 2}]"
26,Daiwa Scarlet,9547,7f3e756f332685d4a60e33b4a4048549,2025-10-20 22:50:23,968,529,714,335,452,A,G,E,A,A,B,A,A,E,G,Red Ace|Professor of Curvature|Early Lead|Unrestrained|Front Runner Straightaways ◎|Leader's Pride|Left-Handed ◎|Corner Recovery ○|Fast-Paced|Shifting Gears|Front Runner Corners ◎,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Wit"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Pace Chaser"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Oka Sho"", ""count"": 3}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Corner Recovery \u25cb"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Final Push"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Early Lead"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Guts"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Front Runner"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Red Shift/LP1211-M"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Cut and Drive!"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Standard Distance \u25cb"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Dodging Danger"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Osaka Hai"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Early Lead"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""URA Finale"", ""count"": 4}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hanshin J.F."", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Front Runner Corners \u25cb"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Mile Ch."", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hopeful S."", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Final Push"", ""count"": 1}]"
27,El Condor Pasa,10342,9acf4d4e9696c9f7e0775b79827984cd,2025-10-20 22:50:23,995,704,857,258,470,A,A,F,A,A,A,E,A,A,C,Victoria por plancha ☆|Outer Post Proficiency ◎|Swinging Maestro|Focus|Flustered Front Runners|Shrewd Step|Wet Conditions ◎|Corner Adept ○|Straightaway Acceleration|Stamina to Spare|Pace Chaser Straightaways ◎|Straight Descent,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Guts"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Dirt"", ""count"": 2}, {""type"": ""representative"", ""color"": ""green"", ""spark_name"": ""Victoria por plancha \u2606"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Takarazuka Kinen"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Corner Recovery \u25cb"", ""count"": 3}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Flustered Front Runners"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Victoria Mile"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Outer Post Proficiency \u25cb"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Stamina to Spare"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Straight Descent"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Speed"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Long"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Sky-High Teio Step"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Triumphant Pulse"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Satsuki Sho"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Straightaway Adept"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""URA Finale"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Osaka Hai"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Autumn)"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Recovery \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Shrewd Step"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Japanese Oaks"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Thunderbolt Step"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""NHK Mile C."", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Yasuda Kinen"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Standard Distance \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hydrate"", ""count"": 2}]"
28,El Condor Pasa,10458,c35a5d98877a701f8dbb3522b736780e,2025-10-20 22:50:23,1151,483,912,331,424,A,B,F,A,A,B,E,A,A,C,Victoria por plancha ☆|Angling and Scheming|Professor of Curvature|Focus|Front Runner Straightaways ◎|Groundwork|Red Shift/LP1211-M|Standard Distance ◎|Straightaway Recovery|Fast-Paced|Front Runner Corners ◎,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Power"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Mile"", ""count"": 2}, {""type"": ""representative"", ""color"": ""green"", ""spark_name"": ""Victoria por plancha \u2606"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Front Runner Straightaways \u25cb"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Takarazuka Kinen"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Focus"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""URA Finale"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Speed"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 4}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Red Shift/LP1211-M"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Autumn)"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hopeful S."", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Shifting Gears"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Satsuki Sho"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Queen Elizabeth II Cup"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Final Push"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Standard Distance \u25cb"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Fast-Paced"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Speed Eater"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Front Runner Straightaways \u25cb"", ""count"": 1}]"
29,El Condor Pasa,10467,e833b49d23ee7615a3639eff96b948c4,2025-10-20 22:50:23,906,540,696,288,880,A,A,D,A,A,B,E,A,A,C,Victoria por plancha ☆|Triumphant Pulse|Professor of Curvature|Straightaway Acceleration|Homestretch Haste|Pace Chaser Straightaways ◎|Red Shift/LP1211-M|Competitive Spirit ◎|Corner Recovery ○|Breath of Fresh Air|Prepared to Pass,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Guts"", ""count"": 2}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 1}, {""type"": ""representative"", ""color"": ""green"", ""spark_name"": ""Victoria por plancha \u2606"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Hopeful S."", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Pace Chaser Straightaways \u25cb"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Straightaway Recovery"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Guts"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Red Shift/LP1211-M"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Triumphant Pulse"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Early Lead"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Japanese Oaks"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Thunderbolt Step"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""NHK Mile C."", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Yasuda Kinen"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Standard Distance \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hydrate"", ""count"": 2}]"
30,El Condor Pasa,7746,de4f9584ed76b55f3694169cd78e81d6,2025-10-20 22:50:23,886,681,770,254,303,A,B,F,A,A,B,A,A,A,C,Victoria por plancha ☆|Corner Adept ○|Front Runner Straightaways ◎|Front Runner Savvy ◎|Left-Handed ◎|Fast-Paced|Leader's Pride|Sympathy,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Wit"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Pace Chaser"", ""count"": 2}, {""type"": ""representative"", ""color"": ""green"", ""spark_name"": ""Victoria por plancha \u2606"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Front Runner Savvy \u25cb"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Japan Cup"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 5}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Front Runner"", ""count"": 5}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Red Shift/LP1211-M"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Japanese Oaks"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Early Lead"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Shuka Sho"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Final Push"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Recovery \u25cb"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 1}]"
31,El Condor Pasa,8029,abd3146adc719e39aa15c67962e358cc,2025-10-20 22:50:23,1036,484,642,286,382,A,B,F,S,A,B,E,A,A,B,Corazón ☆ Ardiente|Breath of Fresh Air|Prepared to Pass|Hydrate|Professor of Curvature|Prudent Positioning|Pace Chaser Straightaways ◎,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Power"", ""count"": 2}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Pace Chaser"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Pace Chaser Straightaways \u25cb"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Straightaway Recovery"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Hydrate"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Speed"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Mile"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""End Closer"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Anchors Aweigh!"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Kikuka Sho"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Murmur"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Extra Tank"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""A Small Breather"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Firm Conditions \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""URA Finale"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Satsuki Sho"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Pressure"", ""count"": 2}]"
